"ONTOLOGY" "ID" "Description" "GeneRatio" "BgRatio" "pvalue" "p.adjust" "qvalue" "geneID" "Count"
"GO:0002218" "BP" "GO:0002218" "activation of innate immune response" "3/92" "52/18723" 0.00213185042380809 0.00934759453004099 0.00556730725381784 "TBK1/MAVS/TLR4" 3
"GO:0090130" "BP" "GO:0090130" "tissue migration" "7/92" "365/18723" 0.00214176759312176 0.00937676299915502 0.00558467961942051 "ADAM17/DPP4/IFNG/MTOR/NRP1/TNF/VEGFA" 7
"GO:0051896" "BP" "GO:0051896" "regulation of protein kinase B signaling" "5/92" "185/18723" 0.00219227517918861 0.00958327901770121 0.00570767790784506 "CX3CR1/CCL3/IL18/MTOR/TNF" 5
"GO:0008347" "BP" "GO:0008347" "glial cell migration" "3/92" "53/18723" 0.00225178339809816 0.00981353857259166 0.00584481754158534 "CX3CR1/CCR2/CCL3" 3
"GO:0031279" "BP" "GO:0031279" "regulation of cyclase activity" "3/92" "53/18723" 0.00225178339809816 0.00981353857259166 0.00584481754158534 "CCR2/CAP1/MAPK3" 3
"GO:0001667" "BP" "GO:0001667" "ameboidal-type cell migration" "8/92" "475/18723" 0.00234017451574422 0.0101833048624506 0.00606504559503086 "CAP1/ADAM17/DPP4/IFNG/MTOR/NRP1/TNF/VEGFA" 8
"GO:0006968" "BP" "GO:0006968" "cellular defense response" "3/92" "54/18723" 0.00237582548464786 0.0103072066343031 0.00613883989911397 "CX3CR1/CCR2/CCR5" 3
"GO:1902893" "BP" "GO:1902893" "regulation of pri-miRNA transcription by RNA polymerase II" "3/92" "54/18723" 0.00237582548464786 0.0103072066343031 0.00613883989911397 "STAT3/IL10/TNF" 3
"GO:0010820" "BP" "GO:0010820" "positive regulation of T cell chemotaxis" "2/92" "15/18723" 0.00240550738833878 0.0103267820916427 0.00615049879010388 "CCR2/ADAM17" 2
"GO:0014841" "BP" "GO:0014841" "skeletal muscle satellite cell proliferation" "2/92" "15/18723" 0.00240550738833878 0.0103267820916427 0.00615049879010388 "STAT3/JAK2" 2
"GO:0014857" "BP" "GO:0014857" "regulation of skeletal muscle cell proliferation" "2/92" "15/18723" 0.00240550738833878 0.0103267820916427 0.00615049879010388 "STAT3/JAK2" 2
"GO:0042976" "BP" "GO:0042976" "activation of Janus kinase activity" "2/92" "15/18723" 0.00240550738833878 0.0103267820916427 0.00615049879010388 "IL6R/JAK2" 2
"GO:0045064" "BP" "GO:0045064" "T-helper 2 cell differentiation" "2/92" "15/18723" 0.00240550738833878 0.0103267820916427 0.00615049879010388 "IL18/NLRP3" 2
"GO:0090594" "BP" "GO:0090594" "inflammatory response to wounding" "2/92" "15/18723" 0.00240550738833878 0.0103267820916427 0.00615049879010388 "CCR2/TLR4" 2
"GO:1903799" "BP" "GO:1903799" "negative regulation of production of miRNAs involved in gene silencing by miRNA" "2/92" "15/18723" 0.00240550738833878 0.0103267820916427 0.00615049879010388 "STAT3/TNF" 2
"GO:0051209" "BP" "GO:0051209" "release of sequestered calcium ion into cytosol" "4/92" "115/18723" 0.00249077044594573 0.0106768548070987 0.00635899760355352 "CCR5/CCL3/CD19/CXCL10" 4
"GO:0042220" "BP" "GO:0042220" "response to cocaine" "3/92" "55/18723" 0.00250402433576371 0.010685821533898 0.00636433807087829 "FADD/HSPA5/MTOR" 3
"GO:0061614" "BP" "GO:0061614" "pri-miRNA transcription by RNA polymerase II" "3/92" "55/18723" 0.00250402433576371 0.010685821533898 0.00636433807087829 "STAT3/IL10/TNF" 3
"GO:1902991" "BP" "GO:1902991" "regulation of amyloid precursor protein catabolic process" "3/92" "55/18723" 0.00250402433576371 0.010685821533898 0.00636433807087829 "IFNGR1/IFNG/TNF" 3
"GO:0021782" "BP" "GO:0021782" "glial cell development" "4/92" "116/18723" 0.00257015565056425 0.0109355363384008 0.00651306500142987 "IFNGR1/IFNG/TLR4/TNF" 4
"GO:0051283" "BP" "GO:0051283" "negative regulation of sequestering of calcium ion" "4/92" "116/18723" 0.00257015565056425 0.0109355363384008 0.00651306500142987 "CCR5/CCL3/CD19/CXCL10" 4
"GO:0007565" "BP" "GO:0007565" "female pregnancy" "5/92" "193/18723" 0.0026333976282507 0.0111678720771005 0.00665144118358315 "IL1B/CTSB/MTOR/VEGFA/MAPK3" 5
"GO:0001912" "BP" "GO:0001912" "positive regulation of leukocyte mediated cytotoxicity" "3/92" "56/18723" 0.00263642662544363 0.0111678720771005 0.00665144118358315 "FADD/HLA-A/HLA-B" 3
"GO:0048008" "BP" "GO:0048008" "platelet-derived growth factor receptor signaling pathway" "3/92" "56/18723" 0.00263642662544363 0.0111678720771005 0.00665144118358315 "JAK2/NRP1/VEGFA" 3
"GO:0072503" "BP" "GO:0072503" "cellular divalent inorganic cation homeostasis" "8/92" "486/18723" 0.00269399237489212 0.0113949132558029 0.00678666399379845 "CX3CR1/CCR2/CCR5/CCL3/SLC11A1/CD19/CXCL10/JAK2" 8
"GO:0045446" "BP" "GO:0045446" "endothelial cell differentiation" "4/92" "118/18723" 0.00273411107836155 0.0115063995687545 0.00685306381000806 "IL1B/NRP1/TNF/VEGFA" 4
"GO:0051282" "BP" "GO:0051282" "regulation of sequestering of calcium ion" "4/92" "118/18723" 0.00273411107836155 0.0115063995687545 0.00685306381000806 "CCR5/CCL3/CD19/CXCL10" 4
"GO:0002693" "BP" "GO:0002693" "positive regulation of cellular extravasation" "2/92" "16/18723" 0.00274038206999584 0.0115063995687545 0.00685306381000806 "CCR2/FADD" 2
"GO:0034138" "BP" "GO:0034138" "toll-like receptor 3 signaling pathway" "2/92" "16/18723" 0.00274038206999584 0.0115063995687545 0.00685306381000806 "TLR3/UNC93B1" 2
"GO:0034393" "BP" "GO:0034393" "positive regulation of smooth muscle cell apoptotic process" "2/92" "16/18723" 0.00274038206999584 0.0115063995687545 0.00685306381000806 "STK4/IFNG" 2
"GO:0034205" "BP" "GO:0034205" "amyloid-beta formation" "3/92" "57/18723" 0.00277307805955466 0.0116097378819839 0.00691461078222543 "IFNGR1/IFNG/TNF" 3
"GO:0061756" "BP" "GO:0061756" "leukocyte adhesion to vascular endothelial cell" "3/92" "57/18723" 0.00277307805955466 0.0116097378819839 0.00691461078222543 "CX3CR1/CCR2/TNF" 3
"GO:0001763" "BP" "GO:0001763" "morphogenesis of a branching structure" "5/92" "196/18723" 0.00281434127520864 0.0117311874345417 0.00698694457598966 "STK4/IL10/NRP1/TNF/VEGFA" 5
"GO:0022408" "BP" "GO:0022408" "negative regulation of cell-cell adhesion" "5/92" "196/18723" 0.00281434127520864 0.0117311874345417 0.00698694457598966 "IL1RN/IL10/IL2RA/JAK2/VEGFA" 5
"GO:0090276" "BP" "GO:0090276" "regulation of peptide hormone secretion" "5/92" "196/18723" 0.00281434127520864 0.0117311874345417 0.00698694457598966 "IL1B/DPP4/IFNG/JAK2/TNF" 5
"GO:0010952" "BP" "GO:0010952" "positive regulation of peptidase activity" "5/92" "197/18723" 0.00287660974272269 0.0119733669291298 0.00713118357272979 "FADD/STAT3/JAK2/NLRP3/TNF" 5
"GO:0030218" "BP" "GO:0030218" "erythrocyte differentiation" "4/92" "120/18723" 0.00290510310172818 0.0120744661478485 0.00719139696901255 "STAT1/STAT3/JAK2/VEGFA" 4
"GO:0043525" "BP" "GO:0043525" "positive regulation of neuron apoptotic process" "3/92" "58/18723" 0.00291402338592772 0.0120765875387943 0.00719266044221546 "CCL3/TNF/MCL1" 3
"GO:0043666" "BP" "GO:0043666" "regulation of phosphoprotein phosphatase activity" "3/92" "58/18723" 0.00291402338592772 0.0120765875387943 0.00719266044221546 "JAK2/MTOR/TNF" 3
"GO:0050864" "BP" "GO:0050864" "regulation of B cell activation" "5/92" "198/18723" 0.00293987026880054 0.0121661490086386 0.00724600210344439 "TICAM1/CD19/IL10/IL7/TLR4" 5
"GO:0034599" "BP" "GO:0034599" "cellular response to oxidative stress" "6/92" "288/18723" 0.00296806924376526 0.0122651724720774 0.00730497920654077 "IL10/JAK2/TLR4/MAPK3/MCL1/ERN1" 6
"GO:0035306" "BP" "GO:0035306" "positive regulation of dephosphorylation" "3/92" "59/18723" 0.00305930640437033 0.0125761233371141 0.00749017754831052 "IFNG/JAK2/MTOR" 3
"GO:0048010" "BP" "GO:0048010" "vascular endothelial growth factor receptor signaling pathway" "3/92" "59/18723" 0.00305930640437033 0.0125761233371141 0.00749017754831052 "IL1B/NRP1/VEGFA" 3
"GO:0051353" "BP" "GO:0051353" "positive regulation of oxidoreductase activity" "3/92" "59/18723" 0.00305930640437033 0.0125761233371141 0.00749017754831052 "IL1B/IFNG/TNF" 3
"GO:0002791" "BP" "GO:0002791" "regulation of peptide secretion" "5/92" "200/18723" 0.00306940374794883 0.0125761233371141 0.00749017754831052 "IL1B/DPP4/IFNG/JAK2/TNF" 5
"GO:0034504" "BP" "GO:0034504" "protein localization to nucleus" "6/92" "290/18723" 0.00307102628642785 0.0125761233371141 0.00749017754831052 "RANBP2/NUP214/STAT3/IFNG/JAK2/MAVS" 6
"GO:0051208" "BP" "GO:0051208" "sequestering of calcium ion" "4/92" "122/18723" 0.00308327856962302 0.0125761233371141 0.00749017754831052 "CCR5/CCL3/CD19/CXCL10" 4
"GO:0014856" "BP" "GO:0014856" "skeletal muscle cell proliferation" "2/92" "17/18723" 0.00309586323096785 0.0125761233371141 0.00749017754831052 "STAT3/JAK2" 2
"GO:0016045" "BP" "GO:0016045" "detection of bacterium" "2/92" "17/18723" 0.00309586323096785 0.0125761233371141 0.00749017754831052 "HLA-A/HLA-B" 2
"GO:0016264" "BP" "GO:0016264" "gap junction assembly" "2/92" "17/18723" 0.00309586323096785 0.0125761233371141 0.00749017754831052 "IL1B/ACE" 2
"GO:0035729" "BP" "GO:0035729" "cellular response to hepatocyte growth factor stimulus" "2/92" "17/18723" 0.00309586323096785 0.0125761233371141 0.00749017754831052 "IL10/NRP1" 2
"GO:0048532" "BP" "GO:0048532" "anatomical structure arrangement" "2/92" "17/18723" 0.00309586323096785 0.0125761233371141 0.00749017754831052 "HSPA5/NRP1" 2
"GO:0060977" "BP" "GO:0060977" "coronary vasculature morphogenesis" "2/92" "17/18723" 0.00309586323096785 0.0125761233371141 0.00749017754831052 "NRP1/VEGFA" 2
"GO:0010811" "BP" "GO:0010811" "positive regulation of cell-substrate adhesion" "4/92" "123/18723" 0.00317510564849783 0.0128678365677485 0.0076639182020933 "STK4/JAK2/NRP1/VEGFA" 4
"GO:0010632" "BP" "GO:0010632" "regulation of epithelial cell migration" "6/92" "292/18723" 0.00317663514155074 0.0128678365677485 0.0076639182020933 "ADAM17/IFNG/MTOR/NRP1/TNF/VEGFA" 6
"GO:0090087" "BP" "GO:0090087" "regulation of peptide transport" "5/92" "202/18723" 0.00320301422176998 0.012944047433691 0.00770930841509599 "IL1B/DPP4/IFNG/JAK2/TNF" 5
"GO:0042306" "BP" "GO:0042306" "regulation of protein import into nucleus" "3/92" "60/18723" 0.00320896997659749 0.012944047433691 0.00770930841509599 "IFNG/JAK2/MAVS" 3
"GO:1903670" "BP" "GO:1903670" "regulation of sprouting angiogenesis" "3/92" "60/18723" 0.00320896997659749 0.012944047433691 0.00770930841509599 "IL10/JAK1/VEGFA" 3
"GO:0001822" "BP" "GO:0001822" "kidney development" "6/92" "293/18723" 0.00323044716944927 0.0130124043066736 0.00775002089075819 "IL6R/STAT1/FADD/ACE/NRP1/VEGFA" 6
"GO:0010508" "BP" "GO:0010508" "positive regulation of autophagy" "4/92" "124/18723" 0.00326878309238139 0.0131483824108114 0.00783100770325778 "TBK1/TICAM1/IFNG/MAPK3" 4
"GO:0046879" "BP" "GO:0046879" "hormone secretion" "6/92" "295/18723" 0.00334011283646318 0.0134004238657824 0.00798112035694781 "IL1B/IL1RN/DPP4/IFNG/JAK2/TNF" 6
"GO:1901888" "BP" "GO:1901888" "regulation of cell junction assembly" "5/92" "204/18723" 0.00334077419495133 0.0134004238657824 0.00798112035694781 "IL1B/ACE/NRP1/TNF/VEGFA" 5
"GO:0043030" "BP" "GO:0043030" "regulation of macrophage activation" "3/92" "61/18723" 0.00336305603608162 0.0134522241443265 0.00801197193759366 "CCL3/IL10/TLR4" 3
"GO:0050994" "BP" "GO:0050994" "regulation of lipid catabolic process" "3/92" "61/18723" 0.00336305603608162 0.0134522241443265 0.00801197193759366 "IL1B/MTOR/TNF" 3
"GO:2001235" "BP" "GO:2001235" "positive regulation of apoptotic signaling pathway" "4/92" "126/18723" 0.00346176098319957 0.0137339544228811 0.00817976687332569 "FADD/STK4/TNF/MCL1" 4
"GO:0002544" "BP" "GO:0002544" "chronic inflammatory response" "2/92" "18/18723" 0.00347174474617399 0.0137339544228811 0.00817976687332569 "IL10/TNF" 2
"GO:0002643" "BP" "GO:0002643" "regulation of tolerance induction" "2/92" "18/18723" 0.00347174474617399 0.0137339544228811 0.00817976687332569 "IL2RA/HLA-B" 2
"GO:0030730" "BP" "GO:0030730" "sequestering of triglyceride" "2/92" "18/18723" 0.00347174474617399 0.0137339544228811 0.00817976687332569 "IL1B/TNF" 2
"GO:0031649" "BP" "GO:0031649" "heat generation" "2/92" "18/18723" 0.00347174474617399 0.0137339544228811 0.00817976687332569 "IL1B/TNF" 2
"GO:0034162" "BP" "GO:0034162" "toll-like receptor 9 signaling pathway" "2/92" "18/18723" 0.00347174474617399 0.0137339544228811 0.00817976687332569 "UNC93B1/RSAD2" 2
"GO:0045953" "BP" "GO:0045953" "negative regulation of natural killer cell mediated cytotoxicity" "2/92" "18/18723" 0.00347174474617399 0.0137339544228811 0.00817976687332569 "HLA-A/HLA-B" 2
"GO:1903209" "BP" "GO:1903209" "positive regulation of oxidative stress-induced cell death" "2/92" "18/18723" 0.00347174474617399 0.0137339544228811 0.00817976687332569 "TLR4/MCL1" 2
"GO:0002260" "BP" "GO:0002260" "lymphocyte homeostasis" "3/92" "62/18723" 0.00352160559782199 0.013854864762938 0.00825177951904935 "RAG1/FADD/IL2RA" 3
"GO:0032623" "BP" "GO:0032623" "interleukin-2 production" "3/92" "62/18723" 0.00352160559782199 0.013854864762938 0.00825177951904935 "IL1B/CCR2/CD4" 3
"GO:0032663" "BP" "GO:0032663" "regulation of interleukin-2 production" "3/92" "62/18723" 0.00352160559782199 0.013854864762938 0.00825177951904935 "IL1B/CCR2/CD4" 3
"GO:0060135" "BP" "GO:0060135" "maternal process involved in female pregnancy" "3/92" "62/18723" 0.00352160559782199 0.013854864762938 0.00825177951904935 "CTSB/MTOR/MAPK3" 3
"GO:1901215" "BP" "GO:1901215" "negative regulation of neuron death" "5/92" "208/18723" 0.00362903250976326 0.0142579772476609 0.00849186813790093 "CX3CR1/STAT3/IL10/JAK2/NRP1" 5
"GO:0035303" "BP" "GO:0035303" "regulation of dephosphorylation" "4/92" "128/18723" 0.00366235520190786 0.0143692406282505 0.00855813517845882 "IFNG/JAK2/MTOR/TNF" 4
"GO:0022617" "BP" "GO:0022617" "extracellular matrix disassembly" "3/92" "63/18723" 0.00368465876803421 0.0144022964654893 0.00857782281059233 "CTSS/DPP4/FURIN" 3
"GO:1904589" "BP" "GO:1904589" "regulation of protein import" "3/92" "63/18723" 0.00368465876803421 0.0144022964654893 0.00857782281059233 "IFNG/JAK2/MAVS" 3
"GO:0042886" "BP" "GO:0042886" "amide transport" "6/92" "301/18723" 0.00368582447845913 0.0144022964654893 0.00857782281059233 "IL1B/IL1RN/DPP4/IFNG/JAK2/TNF" 6
"GO:0043281" "BP" "GO:0043281" "regulation of cysteine-type endopeptidase activity involved in apoptotic process" "5/92" "209/18723" 0.00370380371304585 0.0144528862280811 0.00860795342348328 "RAG1/JAK2/NLRP3/TNF/VEGFA" 5
"GO:0072001" "BP" "GO:0072001" "renal system development" "6/92" "302/18723" 0.00374593648459744 0.0145974621217963 0.00869406096903642 "IL6R/STAT1/FADD/ACE/NRP1/VEGFA" 6
"GO:0034101" "BP" "GO:0034101" "erythrocyte homeostasis" "4/92" "129/18723" 0.00376555272577505 0.0146540209057262 0.00872774665437806 "STAT1/STAT3/JAK2/VEGFA" 4
"GO:0007162" "BP" "GO:0007162" "negative regulation of cell adhesion" "6/92" "303/18723" 0.00380677511482952 0.0147744028780951 0.00879944461109241 "IL1RN/IL10/IL2RA/JAK2/SERPINE1/VEGFA" 6
"GO:0051222" "BP" "GO:0051222" "positive regulation of protein transport" "6/92" "303/18723" 0.00380677511482952 0.0147744028780951 0.00879944461109241 "IL1B/IFNG/JAK2/MAVS/TLR4/TNF" 6
"GO:0001885" "BP" "GO:0001885" "endothelial cell development" "3/92" "64/18723" 0.0038522547537604 0.0148222284912212 0.00882792893206069 "IL1B/TNF/VEGFA" 3
"GO:0002716" "BP" "GO:0002716" "negative regulation of natural killer cell mediated immunity" "2/92" "19/18723" 0.00386782198032063 0.0148222284912212 0.00882792893206069 "HLA-A/HLA-B" 2
"GO:0010744" "BP" "GO:0010744" "positive regulation of macrophage derived foam cell differentiation" "2/92" "19/18723" 0.00386782198032063 0.0148222284912212 0.00882792893206069 "IL18/NFKB1" 2
"GO:0010829" "BP" "GO:0010829" "negative regulation of glucose transmembrane transport" "2/92" "19/18723" 0.00386782198032063 0.0148222284912212 0.00882792893206069 "IL1B/TNF" 2
"GO:0031290" "BP" "GO:0031290" "retinal ganglion cell axon guidance" "2/92" "19/18723" 0.00386782198032063 0.0148222284912212 0.00882792893206069 "NRP1/VEGFA" 2
"GO:0032695" "BP" "GO:0032695" "negative regulation of interleukin-12 production" "2/92" "19/18723" 0.00386782198032063 0.0148222284912212 0.00882792893206069 "IL10/NFKB1" 2
"GO:0035313" "BP" "GO:0035313" "wound healing, spreading of epidermal cells" "2/92" "19/18723" 0.00386782198032063 0.0148222284912212 0.00882792893206069 "ADAM17/MTOR" 2
"GO:0035728" "BP" "GO:0035728" "response to hepatocyte growth factor" "2/92" "19/18723" 0.00386782198032063 0.0148222284912212 0.00882792893206069 "IL10/NRP1" 2
"GO:0036498" "BP" "GO:0036498" "IRE1-mediated unfolded protein response" "2/92" "19/18723" 0.00386782198032063 0.0148222284912212 0.00882792893206069 "HSPA5/ERN1" 2
"GO:0043467" "BP" "GO:0043467" "regulation of generation of precursor metabolites and energy" "4/92" "130/18723" 0.00387070730098046 0.0148222284912212 0.00882792893206069 "STAT3/IFNAR1/IFNG/MTOR" 4
"GO:0009914" "BP" "GO:0009914" "hormone transport" "6/92" "306/18723" 0.00399370424233772 0.0152728609640398 0.00909631984553758 "IL1B/IL1RN/DPP4/IFNG/JAK2/TNF" 6
"GO:0072577" "BP" "GO:0072577" "endothelial cell apoptotic process" "3/92" "65/18723" 0.00402443187240059 0.0153494931441361 0.00914196098783947 "IL10/SERPINE1/TNF" 3
"GO:1905330" "BP" "GO:1905330" "regulation of morphogenesis of an epithelium" "3/92" "65/18723" 0.00402443187240059 0.0153494931441361 0.00914196098783947 "CXCL10/TNF/VEGFA" 3
"GO:0032715" "BP" "GO:0032715" "negative regulation of interleukin-6 production" "3/92" "66/18723" 0.00420122756116591 0.0160025537873588 0.00953091551988638 "IL10/TLR4/TNF" 3
"GO:0010893" "BP" "GO:0010893" "positive regulation of steroid biosynthetic process" "2/92" "20/18723" 0.00428389177849721 0.0162527571834135 0.00967993344929147 "IFNG/TNF" 2
"GO:0072567" "BP" "GO:0072567" "chemokine (C-X-C motif) ligand 2 production" "2/92" "20/18723" 0.00428389177849721 0.0162527571834135 0.00967993344929147 "TLR4/TNF" 2
"GO:2000341" "BP" "GO:2000341" "regulation of chemokine (C-X-C motif) ligand 2 production" "2/92" "20/18723" 0.00428389177849721 0.0162527571834135 0.00967993344929147 "TLR4/TNF" 2
"GO:2000514" "BP" "GO:2000514" "regulation of CD4-positive, alpha-beta T cell activation" "3/92" "67/18723" 0.00438267838645403 0.0166056099286227 0.00989008801275906 "IFNG/IL18/NLRP3" 3
"GO:0042445" "BP" "GO:0042445" "hormone metabolic process" "5/92" "218/18723" 0.00442735981104786 0.0167528028686817 0.00997775423750471 "ACE/CTSB/CTSL/FURIN/NFKB1" 5
"GO:0034764" "BP" "GO:0034764" "positive regulation of transmembrane transport" "5/92" "219/18723" 0.0045135438464832 0.0170564446409207 0.0101585993774726 "CCR2/CD19/CTSS/CXCL10/IFNG" 5
"GO:0042267" "BP" "GO:0042267" "natural killer cell mediated cytotoxicity" "3/92" "68/18723" 0.00456882005314764 0.017220014688504 0.0102560195971335 "HLA-A/IL18/HLA-B" 3
"GO:0046637" "BP" "GO:0046637" "regulation of alpha-beta T cell differentiation" "3/92" "68/18723" 0.00456882005314764 0.017220014688504 0.0102560195971335 "IFNG/IL18/NLRP3" 3
"GO:0044706" "BP" "GO:0044706" "multi-multicellular organism process" "5/92" "220/18723" 0.00460091855675432 0.0173182674901683 0.0103145377039743 "IL1B/CTSB/MTOR/VEGFA/MAPK3" 5
"GO:0010810" "BP" "GO:0010810" "regulation of cell-substrate adhesion" "5/92" "221/18723" 0.00468949287857541 0.0176269558595669 0.0104983885323985 "STK4/JAK2/NRP1/SERPINE1/VEGFA" 5
"GO:0006925" "BP" "GO:0006925" "inflammatory cell apoptotic process" "2/92" "21/18723" 0.00471975245682693 0.0176269558595669 0.0104983885323985 "IRF3/CTSL" 2
"GO:0032516" "BP" "GO:0032516" "positive regulation of phosphoprotein phosphatase activity" "2/92" "21/18723" 0.00471975245682693 0.0176269558595669 0.0104983885323985 "JAK2/MTOR" 2
"GO:0035455" "BP" "GO:0035455" "response to interferon-alpha" "2/92" "21/18723" 0.00471975245682693 0.0176269558595669 0.0104983885323985 "IFNAR1/IFNAR2" 2
"GO:0060445" "BP" "GO:0060445" "branching involved in salivary gland morphogenesis" "2/92" "21/18723" 0.00471975245682693 0.0176269558595669 0.0104983885323985 "NRP1/TNF" 2
